iter	Logloss
376	0.2152346363
377	0.2149560042
378	0.214718199
379	0.2146225254
380	0.2145103081
381	0.2143694811
382	0.2142625731
383	0.214116244
384	0.2137548681
385	0.2136551394
386	0.213516144
387	0.213160308
388	0.2128721492
389	0.2126318957
390	0.2125082254
391	0.2122841466
392	0.2120419996
393	0.2118952916
394	0.2117070665
395	0.2116016903
396	0.2113873384
397	0.2112486033
398	0.2111194062
399	0.2109131571
400	0.2107735135
401	0.2106389109
402	0.2105570689
403	0.2104700874
404	0.2103216348
405	0.2101370743
406	0.209975252
407	0.2098509506
408	0.2097255155
409	0.2095877629
410	0.2094869542
411	0.2092828531
412	0.2091768265
413	0.2090787287
414	0.2089093192
415	0.2087454301
416	0.2085918138
417	0.2084343325
418	0.2082241738
419	0.2080615754
420	0.20787999
421	0.2077897632
422	0.2076027345
423	0.2074273833
424	0.2072676326
425	0.2071933026
426	0.2070773885
427	0.2069310815
428	0.2067936744
429	0.2066090503
430	0.206401676
431	0.2062105735
432	0.2060402914
433	0.2058645522
434	0.2056777656
435	0.2055423695
436	0.2053525809
437	0.2050969159
438	0.2049968967
439	0.2047100523
440	0.2044235554
441	0.2043058612
442	0.2041628563
443	0.2040482296
444	0.2037849256
445	0.2035812375
446	0.2034346869
447	0.2032688576
448	0.2031229056
449	0.2028710453
450	0.2025090983
451	0.2024081578
452	0.202339639
453	0.2022394889
454	0.2021113813
455	0.2019549039
456	0.2018049353
457	0.2016178424
458	0.2014796344
459	0.2012997385
460	0.2011379318
461	0.2010149433
462	0.2008965337
463	0.2007379934
464	0.2005908659
465	0.2004862405
466	0.2003757515
467	0.200213078
468	0.2001057205
469	0.1999185954
470	0.1998002536
471	0.199673102
472	0.1995729269
473	0.1994585913
474	0.1993758802
475	0.1992700457
476	0.1991680586
477	0.1990369789
478	0.1988997196
479	0.1987846964
480	0.1986197065
481	0.198492719
482	0.1983773434
483	0.1981675058
484	0.1980495026
485	0.1978006701
486	0.1977000048
487	0.1974908469
488	0.1973844055
489	0.1971793995
490	0.1969389099
491	0.1968128054
492	0.1966979381
493	0.1965511306
494	0.1963961509
495	0.1962384902
496	0.1960041353
497	0.1959148815
498	0.1957884176
499	0.1956715636
500	0.1955644126
501	0.1954386949
502	0.1953007237
503	0.1951018085
504	0.1950298134
505	0.1947142315
506	0.1946338829
507	0.1945371358
508	0.1944156032
509	0.1943053461
510	0.1941841547
511	0.193963937
512	0.1937542508
513	0.1935503688
514	0.1934270318
515	0.193223107
516	0.1931301173
517	0.1930312623
518	0.1927056182
519	0.1925827351
520	0.1924391522
521	0.1923083965
522	0.192083736
523	0.1919477446
524	0.1917739988
525	0.1916509772
526	0.1915034525
527	0.1913245519
528	0.1911532797
529	0.1910580933
530	0.1909074608
531	0.1907214544
532	0.1906081727
533	0.1905251188
534	0.1904395698
535	0.1903569389
536	0.1902240759
537	0.1900867119
538	0.1900210863
539	0.1899114077
540	0.1898091399
541	0.1896593907
542	0.1894622954
543	0.1893926891
544	0.1893495602
545	0.1891694006
546	0.1890873081
547	0.1889811186
548	0.1888874556
549	0.188740769
550	0.1885362107
551	0.1884702671
552	0.188407126
553	0.18829189
554	0.1881358139
555	0.1880765437
556	0.1879392451
557	0.187774282
558	0.1876491424
559	0.1875086876
560	0.1873717336
561	0.1872371339
562	0.1870858401
563	0.1869970468
564	0.1867710276
565	0.1866354536
566	0.1864857226
567	0.1863933614
568	0.1862283619
569	0.1861115924
570	0.1860071262
571	0.1859016444
572	0.1857549627
573	0.1855683904
574	0.1854254401
575	0.1852921647
576	0.1852269064
577	0.1851471802
578	0.1850288264
579	0.1849098231
580	0.1848438167
581	0.1847319086
582	0.1845873563
583	0.1844829383
584	0.184411497
585	0.1843329912
586	0.1842652952
587	0.1841688102
588	0.1841061662
589	0.1839825058
590	0.1837354001
591	0.1835402513
592	0.1834400742
593	0.1832434018
594	0.1830703952
595	0.1829066402
596	0.1827857305
597	0.1826739461
598	0.1825633081
599	0.1824517363
600	0.1823537232
601	0.1822404743
602	0.182088943
603	0.182021785
604	0.1819467938
605	0.1818766353
606	0.1817407298
607	0.1816347645
608	0.1815292454
609	0.1813687249
610	0.1812862408
611	0.1811441448
612	0.1810525818
613	0.1809714667
614	0.1808647669
615	0.1806585117
616	0.1805716622
617	0.1804969285
618	0.1803932874
619	0.1803367814
620	0.1802365494
621	0.1801571274
622	0.1800611599
623	0.1799387352
624	0.1798133249
625	0.1797053343
626	0.1796349308
627	0.1795129843
628	0.1794195286
629	0.1792895852
630	0.1791689128
631	0.1790519089
632	0.1788593469
633	0.178759516
634	0.1786689121
635	0.1786023357
636	0.1784743755
637	0.1783662153
638	0.1782501142
639	0.1781903777
640	0.1780630853
641	0.177947305
642	0.1778628553
643	0.1777387501
644	0.1776503652
645	0.1775862606
646	0.1775236892
647	0.177446195
648	0.1773079727
649	0.1772090378
650	0.1771264323
651	0.1768938594
652	0.1767657634
653	0.1766679307
654	0.1765462501
655	0.1763801944
656	0.176328243
657	0.1762285016
658	0.1761079451
659	0.1760492804
660	0.1759423966
661	0.1758430177
662	0.1757566111
663	0.1756655684
664	0.1755538239
665	0.1754727011
666	0.1753592564
667	0.1752950438
668	0.1751756112
669	0.1750493151
670	0.1749422079
671	0.1748458238
672	0.1747005403
673	0.174622063
674	0.1745131452
675	0.1743686911
676	0.1742655542
677	0.1741799037
678	0.1740761969
679	0.1739480213
680	0.173850147
681	0.1737477272
682	0.1736923894
683	0.1735155941
684	0.1733096147
685	0.1732306172
686	0.1731204722
687	0.1730123984
688	0.172899248
689	0.1727955133
690	0.1726716926
691	0.1725340299
692	0.1724378587
693	0.17220081
694	0.1720595049
695	0.1719949534
696	0.1718919531
697	0.171804253
698	0.1716803826
699	0.1715945118
700	0.1715080098
701	0.1714109126
702	0.1713004023
703	0.1712169683
704	0.1711232434
705	0.1710133586
706	0.1709151395
707	0.1708357325
708	0.1707690668
709	0.1706792673
710	0.1705707993
711	0.1704958198
712	0.1704153841
713	0.1703607749
714	0.1703156791
715	0.1702397284
716	0.1701556782
717	0.1700382165
718	0.1699895539
719	0.1699019067
720	0.1698051896
721	0.1697468702
722	0.1696434443
723	0.1695221444
724	0.1694256233
725	0.1693354392
726	0.1692287905
727	0.1690795912
728	0.1690037964
729	0.1688873986
730	0.1687037332
731	0.1686056823
732	0.1685345147
733	0.168441588
734	0.1683328487
735	0.1682331442
736	0.1681770131
737	0.1681069566
738	0.1680211298
739	0.1679272514
740	0.1678720299
741	0.1677220978
742	0.167683347
743	0.1675991205
744	0.1675500089
745	0.1674804225
746	0.1673763781
747	0.1673021879
748	0.1671932852
749	0.1671046341
750	0.167033042
751	0.1669030118
752	0.166806085
753	0.1666847299
754	0.1666229849
755	0.1665313227
756	0.1664596984
757	0.166387856
758	0.1663029543
759	0.1662127038
760	0.1661107439
761	0.1660019886
762	0.165926325
763	0.1658775053
764	0.1658083716
765	0.1657384847
766	0.165656762
767	0.1655780932
768	0.1654882803
769	0.16538318
770	0.1652958073
771	0.1651979317
772	0.1651309097
773	0.1650415006
774	0.1649263519
775	0.1647650207
776	0.164627493
777	0.1645150111
778	0.1644231399
779	0.1643369902
780	0.1642608117
781	0.1641944274
782	0.1641153846
783	0.1640240029
784	0.1639325333
785	0.1638587016
786	0.163810368
787	0.1637039089
788	0.1636251382
789	0.1635442169
790	0.1633928336
791	0.1633412318
792	0.1632488812
793	0.1631174254
794	0.1630476741
795	0.1629487227
796	0.1628888468
797	0.1628448301
798	0.1627423215
799	0.1626953843
800	0.1625842469
801	0.1625355181
802	0.1624500277
803	0.1623713706
804	0.1622609304
805	0.1621732425
806	0.1620678407
807	0.1620316748
808	0.1619095619
809	0.1618322511
810	0.1617454447
811	0.1616641216
812	0.161574489
813	0.1615130853
814	0.1614490644
815	0.1613740704
816	0.1613067953
817	0.1612112069
818	0.1611281959
819	0.1610188513
820	0.160952739
821	0.1608507624
822	0.160750635
823	0.160666991
824	0.1605918335
825	0.1605057156
826	0.1604423373
827	0.1603244963
828	0.1602307261
829	0.1601130206
830	0.1600623539
831	0.1599879484
832	0.1599500259
833	0.159898788
834	0.1598441022
835	0.1597987842
836	0.1597506615
837	0.1596357572
838	0.1595790677
839	0.1595073784
840	0.1594255066
841	0.1593346529
842	0.1592644394
843	0.1591359235
844	0.1590433121
845	0.1589247248
846	0.1588129037
847	0.1586955057
848	0.1586078946
849	0.158500707
850	0.1584683881
851	0.1583507434
852	0.158240084
853	0.1582330696
854	0.1581786021
855	0.1580886558
856	0.1580138446
857	0.1578929067
858	0.1578173415
859	0.1577863285
860	0.1577159899
861	0.1576102596
862	0.1575300873
863	0.1574249198
864	0.1573445928
865	0.1572598207
866	0.1571147243
867	0.1570525574
868	0.1569829723
869	0.1568617996
870	0.1567156473
871	0.1566034907
872	0.1565199508
873	0.1564101842
874	0.1563420619
875	0.1562196922
876	0.1561501107
877	0.1560970039
878	0.1560303161
879	0.1559751046
880	0.1558610427
881	0.1558051576
882	0.1557137451
883	0.1556492524
884	0.1555369292
885	0.15547779
886	0.1554319154
887	0.155337279
888	0.1552406246
889	0.1551831748
890	0.1551234951
891	0.1550513578
892	0.1550072784
893	0.1549274454
894	0.1548688806
895	0.1547938882
896	0.154728386
897	0.1546406482
898	0.1545866569
899	0.1545091048
900	0.1544554303
901	0.1543939784
902	0.1543020286
903	0.1542229432
904	0.1541810237
905	0.1540936689
906	0.1540485037
907	0.1539774068
908	0.153891542
909	0.1538262268
910	0.1537606144
911	0.1536630855
912	0.1536130224
913	0.1535393021
914	0.1534917452
915	0.1533926839
916	0.1533544621
917	0.1532238114
918	0.1530971746
919	0.152986281
920	0.1529303877
921	0.1528749947
922	0.1528074666
923	0.1527413745
924	0.1526035562
925	0.1525540756
926	0.1524748793
927	0.1523873225
928	0.1523081587
929	0.1521872727
930	0.1521266264
931	0.1520552555
932	0.1520129237
933	0.1519299888
934	0.1518330962
935	0.1517853675
936	0.1517230176
937	0.1516785622
938	0.1515882932
939	0.1514778728
940	0.1514364121
941	0.1513848379
942	0.1513014286
943	0.1512473452
944	0.151186498
945	0.1510785877
946	0.1509894318
947	0.1509074661
948	0.1508328459
949	0.1507691814
950	0.1506936641
951	0.1506487532
952	0.150561772
953	0.1505142589
954	0.1504718496
955	0.1503701474
956	0.150298391
957	0.1502205048
958	0.1501424181
959	0.1500801073
960	0.1500276781
961	0.1499552097
962	0.1498974324
963	0.1498289922
964	0.1497679532
965	0.1496928258
966	0.1496404057
967	0.1495816398
968	0.1495139238
969	0.1494414443
970	0.1493541149
971	0.1492682187
972	0.1491303749
973	0.149072046
974	0.1490349979
975	0.1489741788
976	0.148936381
977	0.1488924672
978	0.1488560919
979	0.1487549907
980	0.1487100305
981	0.148623437
982	0.1485659438
983	0.1485007443
984	0.1484623731
985	0.148344153
986	0.1482521273
987	0.1482110671
988	0.148134537
989	0.1480176543
990	0.147867029
991	0.1477706809
992	0.1476587113
993	0.1476217265
994	0.1475656196
995	0.1475052735
996	0.1474523722
997	0.1473294462
998	0.147214163
999	0.1471469546
